order_id,products
352599,31717 28122 14491 48679 13176 3464 6902 35951 45923 8912 20995 1443 43764 29479 22935 29557 16508 36500 47209 15707
352630,19660 13176 5876 27999 21903 27521 3957 32566 22713 1203 19240
352663,287 47626 9558 9362 11983
352716,None
352762,30353 32345 6291 24799
352777,24852 21903
352781,21137 16864 21903 1511
352797,13176 45066 21903 13292 5785 21137
352802,None
352855,49451 42244 35951 13176 21903
352861,21162 27522 22963 27278 31504 5194 48407 25551 25371 36606 2344 14211 34668 19046 41806 18811 32585 19634 21526 21137 18176 19057 24834 11352 3283 43875 37003 63 47209 41030 16070 47029 29752 40449 38248 38777
352870,33043 37335 24852 3599 45066 31766 19068 10036 13077 21137 3631 9598
352873,47626 13176 34358 27521 34126 18078 5450 21137 25890
352885,28373 7916 38944 29671 14218
352980,41400 35470 15164
353031,27344 24852 16824 40199 40386 21903 32734 27086 11941 48848 34126 28204 22935 16797 47209 41950
353054,38768
353165,13176 5876 37131 691 33788 47900 21709 37658 43772 25330 21775 19366 39492 5994 21137 44632 8277 5115 47209 34466 21903 21038
353190,33153
353198,30776 48679 13176 22224 24838 21903 49518 14553 19322 32740 2435 31433 4920 47209 25138 35221 21616
353208,28476 36550 44359 27845
353246,39408 24852 23322 32303
353271,27325
353312,None
353345,11520 48513 33000 39146 11776 22425 19678 46667 20323 24964 44359 49192 22935
353396,17600 34862
353417,41453 23909 1498 30696 13396 25706 49054 4313 29432 45896 40310
353467,45210 37141 30949 13176 32864 43122 41665 18224 33572 3896 21137 47209 19057 329 41950
353497,31981 17334 27668 26604
353542,48183 23909
353587,24852 39877 24838 4366 41519 27086 14947 6348 28204 4920
353762,33219
353768,16768 5985 27760
353846,8424 34977 10753 22825 34927 42265 18465 27845 35530 24852 29950 22035 18370 12686 14947 21526 1681 8277 28342 33120 47209 40174 30391 3376 44359 30353 48057
353987,8424 651 9000 13176 17794 29077 20693 14678 17872 27845 39928 1244 22035 18370 16083 22935 21137 10749 4792 28985 31663 33055 45007 41540 27156 18531 4799 26604 39094 41637 43122 30326 30391 31927 3172
354044,16953 5876 5077 42265 22959 37538 32747 22760 24852 11777 3952 10761 28204 16797 14633 12033 26604 13646 47766 11707 38827 24184 162 30949
354075,48679 26940 5876 37067
354095,11365 8048 13176
354144,5612 45007 37197 4138 27695 14881
354198,27325 15649 19057
354239,35649 33294 13176 5876 18288 40941 5769 48642 34126 28601 33031 44359 38750 4593 27104 37188 8509 41433 21616
354241,6201 33351 703 18394 13679 48867 28199 16443
354252,14084 21903 45356 17429
354320,47766 49683
354338,31343 13176 5575 43394 22963 5077 27695 36772 42110 24852 5303 5479 27573 49477 21137 33120 29270 13292 35629 44661 11945 2326
354352,None
354391,30776 24852 46692 24787 22825 36205 30142 24759 10089 28204 34128 48900 9550 26209 12395 46616 19385
354392,5785 22963 20392 48628 38689
354475,34429 48679 13176 43643 17160 36735 13225 30635 47209 38772 21616
354540,16524 19057 11367
354585,24964 19613 21903
354720,13176 47766 30391 6000 44560 5077 26309 27845 21137 26293 19057 25753
354731,651 49235 24852 34466 17352 18370 20114 5475 47766 31927 46667 26209 21137 25890 10749
354793,46667 27325 38456 28985
354855,8056 6452
354969,8615 37067 17794 22559 42736 20022 34126 27695 7021 30908 20345 38383 34217 33957 44987 34358 3339 12674 11005 10070 26604 42450 7485 19016 16823
355022,None
355106,2502 39921 33095 4532 34024 30489 10032
355201,16185 6799 44008 21903 44051 30117 27845
355207,41594
355281,27730 47626 44683
355288,24852 1069 27307 14852
355485,22362 26914
355572,24852 37646 1940 44795 11130 18465 32429 9438 9838
355597,11520 24852 16349 37646 39180 22035 22963 36735 26959 40311 2452 20995 43713 27573 11926 27845 21137 47672
355609,33484 24852
355624,15040 39947 41682
355712,24852 43295 39993 46906 40709 35417 38453 5646 18465 16797 49683 33198 22227
355781,14233 39982
355843,14715 23288 43154 38768 5258 26405
355916,11520 5876 9178 31533 46667 33258 27104 17224 31612 24852 35140 43740 21174 19448 33195 49075 8277 31766 24964 9018 27156 38249 1463 21009 5764 42824 35951 21903 28699 42768
355925,14084 18677
355985,41375 22548 24852 28715 10036 32989 4210
356002,47626 48679 13176
356047,34448 28939 40363 9405 10709 28572 45681
356132,17600 32689 28928 30745 12099 44310 36929 13166
356187,27344 5876 6774 34126 17872 27104 49683 44397 24852 29447 21137 17949 27966 34358 45007 28204 17044 25133 9825 28199 39475 24184 32726
356238,2108 12756 26751 27845
356260,49235 21903 38689 40174
356273,48142
356290,5077 30233 11714
356293,30122 15424 23634 4274
356306,10749 28985
356311,23909 44548 14381
356321,11520 34243 48775 13176 48679 7963 21903 22935 5450 38647 9839 28985
356345,30827
356391,24852 4347 40706 21903 5794 9292 25890
356431,38383 47766 28842 1511 8518 10749 44632
356435,20842 44150 7388 32881 2855 43409 38889 26165 46654 27845 19057 33198 29640
356458,27966 13176 5876 17484 21903 42307 40396 31915 47759 25340 20876 5212
356506,4792 13870 13176 41618 43394 49157 38650 32578 26165 8230 13838 30489 49113 29824 9839
356533,44059 30123 23909 44500 18387
356541,41273 11859 48435 4210 22117 39032 26863 5077 19088 35199
356557,25623 33053 13176 41433
356573,40268 43295 9124 35469 38944 35503 25890 4836 35221 29091
356609,48679 13176 5876 22220 27695 27104 26940 39877 40910 9766 22935 21137 28985 27966 16896 24964 13838 47209 21903 30391 44359 23265 29217
356616,27690 8615 27966 13176 2770 22035 18175 15902 26364 44479 31683 25300 16363 24891 16254 20899 21137 35221
356681,35108 20995 2295 24184 32465 42585 8518 43726 16168
356782,18432 21709 8153 43352 40706 4313 27325 43513 22619 137 38028 9941
356787,32403 4306
356809,4605 16185 17526 13176 28928 19875 45007
356812,22476 19173
356816,4605 47626 45066 40706 47766 4799
356882,13176
356908,24852
356961,2413 8637 3990 26165 16754 25952 10374
357006,None
357124,28918 3599 47626 288 39275 20842 21777 6187 37866 17224
357169,3479 45504
357183,None
357188,23909
357255,None
357260,18610 24852 23909 2966 12015 36274 14379
357343,40691 27966 13176 22035 12395 21137
357380,41658 10603
357467,27570
357475,19660 28985
357511,42137
357588,None
357656,4724 8048 32689 16283 14678 20738 46266 13032 31985 48697 37687 8596 18811 32303 28413 6359 30827 5985 4022 31141 23888 19828 5157 9007 19972 7862 907
357794,39922 12302 1313 25469 39394 47990 12743 14005 35370 33199 8473 36316 8408 49139 32102 21137 41385 41290 39322 5296
357834,8174 49235 27690 27966 13176 29993 47792 22035 10753 43182 9534 6348 45374 2452 12456 10481 7781 18465 21137 49191
357866,10509
357893,32250 2087 14833
357916,1117 8475 1700 43154 30675 21553 28204 37923 5450 40310 1747 14945 36758
357941,853 41057 9015 14761 33950 13194 39854
357967,None
358051,47626 40174 25146 47766 14233 18175 40825 9076 16797 17122 3631 27307 14161
358106,24852 16262 47029 45066 24838 5134 21543 18234 28985
358190,41400 25670 38818 16486
358218,31717 8424 17461 5450 14715 21938 43122 26369 36646 26165 6347 24221 16083 27104 46802 48186 42609
358231,11520 48679 13176 27695
358245,8174 42450 44949 13176 47492
358285,38192 27966 13176 5918 41216 45815 43875 2540 43504 5072 25837 21137 47966 14211
358289,19977 35383
358408,24852 17794 28156 5589 39702 21137 6750
358519,34234 4210
358538,23085 13909 9804 35662 8859 24004
358542,33768
358558,23288 12419 47626 15261 35510
358573,30727 24852 14709 26348 24514 10673 27730 5785 36606 27726
358644,24852 48775 44728 38383 40706 47766 36695 14870 15592 10246 41972 27845 1468
358652,47209
358806,3459 19660 2635 23178 24964 22935 17948 8518
358922,47660 16953 45840 16290 7644 2962 29615 37895 3562 44167 14399 25146 41120
358982,27744 21903 31720 16759 34243
359014,13176 39275 40516 16759 45007 21137 41065 9839
359073,13176 40706 17027 18502 31720 46906 23748 47626 16262 46516 37349 11777 7715 9839 41177 38548 35921 49044 30795 1463 47209 6933 30949
359087,8194 43352 26348 20489 44085 16797 17703 115
359132,7521 24024
359147,8424 8789 4562 23909 8512 35004 17794 47890 30183 13755 18439 1181 13805 5450 3800 5337 7639 30591 24852 43772 11265 25706 43279 4136 5818 25146 21137 34565 16185 22053 39725 40516 22024 24964 44570 24604 27676 44799 9364 36664 28931 4942 6046 18218 25298 43335 29615 28842 10912 33065 40310 20378 43967 4595 35762
359239,30339 17122 8079 5346
359245,24852 37646 23291 22035 38164 33929 43961 47630
359332,8424 33407 38419 21376 42736 27086 43662 42265 21267 26209 4920 47630 1559 24852 47626 22035 39877 30088 45073 13431 21137 28985 45066 45007 37158 34128 36011 21334 9825 5383 39275 12614 47766 21903 15613 7485 12023 24830
359403,47977 24852
359424,2120 36227
359439,24852 13609 3481 23165 8021 27104 10807 21137 47209
359491,23288
359503,21137 46979 10 32175 33198
359505,23288 8859
359530,29370 21137 47766 10132
359600,27344 11520 4461 13176 25043 34688 5794 5077 30442 49236 26209 45788 49683 47626 24489 19660 43772 30450 46979 43713 22935 39619 27966 37646 21938 42342 19678 47209 14084 4799 26604 28278 79 4942 21903 30391 17948
359613,1559 24852 47626 5550 35108 14917 28156 2452 36268 33787 27845 21137 38772
359649,31506
359666,10724
359744,31717 11520 21709 21010 13176 48094 11371 25931 31766 24964 46979 24024
359769,24852 22528 43014 25466
359784,10749 36070
359861,24852 27966 34993 5077 5390 39928 21137 41950
359877,17461 24852 22556 1103 39475 2361 4920
359882,32689 13176 33768
359957,33783 4724 8048 39275 3798 43352 20940 20955 1689 21137 21292 25133
359964,27344 24852 27966 18362 5876 20734 24838 32170 30489 47209 32655 41950 26604 48859
359972,12481 44170
359976,13176 22825 6656 18465 48220 5322 20113 21174 36695 44310 21137 41212 27966 37646 31635 47209 49026 17789 4942 21903 30391 38312 10246 17948
360019,24852 13712
360026,47163 47931 516 43845 26553 37250 41602 13643
360046,16797 13032 9076
360089,9261 38349 16768 35507 18886 28199 25691 27730 47357 3298 32602 41290
360199,24852
360220,8025 24654 34969 17334 42450 45104 33251
360222,16683 350 46088
360235,43886 11821 45994 35004 25544 40866 9477 43409 5077 49683 24852 7969 19125 14183 12099 16254 10321 48746 10240 33784 32338 48097 2050 47660 31853 8555 7828 46654 46692 35676
360236,27344 17794 18594 34126 23734 31553 26209 46906 41699 47630 32747 24852 47626 13198 40120 46979 41787 28465 5818 25890 23216 19875 36865 45007 28204 16797 28289 19505 1408 39993 28928 48745 35951 21903 30391 35084 10246 30489 38739 4945
360367,32478 19828 6184 16797 13575 32403
360438,34881 23576 39877 6347 36183 21137 46064
360505,24852 47626 33698 28881 16797 21375
360510,43892 11456 42500 41131
360531,35887 21709 48679 49520 22035 47766 22825 27086 14678 20995 28204 49267 39475 22935 27683 35221
360534,4656 3529 19604
360603,13176 45063 38662 15984 7673 40146 37892 23244 6347 2326 22935 27104 47209 10749 44632 49
360628,24695 19660 17794 40852 28204 46654 10132 46969 30252
360684,28204 13176
360691,None
360747,43295 27292 15950 4779 24497 20995 42265 49416
360782,19348 21938 34969 44142 27570 10252 23341 16797 30534
360788,48679 13176 39558 22035 45066 47766 21903 22025 22888 18465 8518
360806,14372 43094
360888,8174 24852 43352 24838 21903 25199 46979 5077 49044 21137 42585 33754 9825
360961,30511 25442 20114 15424 31683 45968 24816 47119 40931 24852 47626 43352 40910 16365 34791 47059 6381 16848 35731 37766 26148 21847 42697 13578 38249 2229 1408 35782 6825 27429 39993 15950 30135 40469 26620 29487 15386 46045 45089 38371 18567 48454 25804 49
360995,24852 49520 28007 38311 14183 36978 46105 16797 4920 10172 11323
361000,5876 2078 34126 27104 1463 44632 21616
361011,32 45104 44670 196 26246 44779 10957
361035,16797 9076 21288 43352
361212,16622 13870 13176 39121 16848 40706 30391 29388 41697 37208 34270 22204 39928 27642 10749 29265 21616
361308,7963 8297 18413 21137 14084 22368
361374,8424 7175 11367 36968 27521 31683 42265 27104 40198 4920 35547 24852 11440 21137 10132 28476 27966 3631 26604 49235 40174 26848 48110 17630 27626
361423,39581 45659 25706 4313 22959 38563 16696
361500,11712 37774 33754 39877 5785 17583 13166
361521,39201
361606,9580 31450 16234
361616,8424 33731 23959 26209 49683 24852 47626 23543 35108 25330 5818 21137 25890 38689 44949 22556 32734 28204 30489 34429 47144 47766 7493 29675 46049 21616
361869,3231
361870,12107 43951 24852 27086 10673
361945,16953 24852 13176 47766 7901 4778 39032 12817 5077 20082 16797 26604
362001,None
362010,8571 17976 20955
362036,27751 19503 16290 2913 21150 26128 13759
362053,13176 12745 42265 12456 27104 35221 23543 49273 31288 1940 28465 13263 611 11737 16617 20632 27966 36865 41950 15950 33000 36549 10768
362077,47766 13176
362181,22610 13083 47242 9541
362363,13944
362375,31717 39055 22963 38288 5077 42265 26209 46069 1244 19370 24852 39180 34668 10017 21137 18908 19057 19816 28985 37646 20995 47766 30391 45954
362439,44096 457 40706 20392 40571 5077 21506 8021 7781 46906 8193 13447 24852 37718 25931 35108 34050 8017 22113 18078 5785 21137 2086 20609 9839 9366 27966 34358 21405 35628 45066 45007 41988 7041 16479 2295 6287 35352 12941 26133 24082 17630 44422 8467
362465,12341 19660 13176 30827 8048
362517,40063 9339 27966 13176 35065 24838 36695 16759 36406 41950 16797 21137 30233 2078 45948
362521,24852 20842 5876 14890 47766 30849 35121
362548,None
362577,10621 13176 38164 47912 5077 37524 29127 42445 43086
362604,45603 4920 46906
362619,38730 47977 21129 39046 36923 37776 36316 31964
362669,27398 6801 19348 10787 34789 48927 29309 31553 15820 31610 8859 7639 31981 44799
362670,33000 11193 46667 38683 8230 42445 33041 47209 44632 45123
362693,27966 13176 23909 12013 2120 21162 41665 2716 47766 36885 27695 27845 21137 18721
362755,32566
362765,43154 13176
362822,31343 23904 6318 19348 20659 7419 1364 6352 27313 5068 19097 4470 24748 27238 49683 39922 43352 28634 44779 22938 27191 47141 31433 5210 812 6670 26604 46831 29487 26798 28157 47577 1368
362899,27344 48205 4472
362923,None
362959,49235 47626 22035 27522 21465 46886 43961 27307
362993,11520 13176 5876 8091 11777 18531 17949 21616
363051,36550 21938 21903 45007 21462 6656 30489
363139,13176 7781 27845 18465 16249 25579 4853 9595 25330 21137 42585 27966 35628 13917 47209 2825 29993 35951 21903 39303 30489 17948 21616
363206,33894 18429 38074 43772 4347 18827 32303 32519 2377 42460 13166 8898 33357 2745 27313 7781 30949 29689 19604
363266,21137 24852 33636 29447
363355,47591 26209
363381,31002 8409 26165 22886 36334 30703 9056
363389,24852 47626 34243 12496 36695 44683 2913 23165 26209 38739 4799 38689
363390,15290 24489 39275 24838 47766 21903 38322 44882 16797 32429 26128
363409,17157 23719 13176 37687 12341 35561 20940 48142 40199 10310 13032
363550,8424 19003 48527 19508 351 48299 2079 38291 20119 27730 45788 49355 7678 29176 45622 3562 15285 37229 42423 48205 30406 6046 29487 24184
363621,48733 16185 47626 29487 21616
363626,38293 9755 22935 13147
363660,5785
363689,48857 49235 38192 13176 17915 45007 27325 20995 5479 32989 8021 5114 36929
363719,4605 47626 34358 39275 21903 45007 28427 1940 15937 46979 26209
363740,39619 15290 16349 4562 21938 343 47766 21903 432 28204 48900 38996 7753 46802 21137 4462 2295 10749 17429 28985
363820,8424 24852 36591 5450 6046 39844 29315 42455 22989 853 17616 38768 13016 27761 26283 4210 5818 27662 35370 10734 8390
363822,24852 31190 13951 19495 1875 196 13388 42888 32921 43631 22481 16696 33664 16644
363891,8424 24852 47626 19734 4817 1069 47766 28993 13225 25146
363907,38241 5876 21288 25421 49131 24852 7969 22965 23296 42372 34898 29553 16797 2229 41950 42598 38016 15923 33791 21650 46817 39434
363911,5785 13176 37646
363951,24852 37646 35108 24221 22935 18465 34257 4920 25890
363957,11520 13176 33125 39578 26790 9598 24852 36717 17021 42710 21137 22255 49191 17949 43643 10761 17600 37646 15902 24841 43122 18171 21903 22908
363959,24952 28934 42736 27086 27845 28849 12638 46755 40593 29987 23236 25890 16185 45646 37646 1090 28986 45007 14992 4799 1408 4605 87 39275 28928 21903 37119 8490 29675
364056,8414 27966
364057,27344 16131 26165 47144
364060,35085 11520 47734 46969
364173,11520 47766 35547
364275,31981 24053 40056 14063 46107
364298,18564 48679 13176 4472 40709 21903 30391 32139 10814 37276 34126 11777 42265 24964 18200 39040 21137 47209 44632
364322,41844
364354,47209 21903 41950
364378,17341 19348 1835 47434 4516 13966 38706 24852 34492 19734 32766 49144 26348 16696 19382 36670 1200 8227 40600 15925 31423 36159 6846 21100 21333
364380,42265 30827 42803
364383,31487 23909 35507 27191 48163 432 26184 44487 20682 37250 24832
364458,21137 24852 44712
364573,24852 42633 13176 17395 47144 9387 10305 28204 21137
364621,31504 39468 47209 49044
364657,26047 13176
364743,37067 43122
364762,9387 24852 2305 32689
364903,45190 1398 36885 24325
364971,4451 42828 47766 21903 19731 11440 28985
365097,4962 27402 13176 38544
365133,27845 28204 13176 37646
365196,17316 13176 29993 5991 33198 24010 16797 21137 26376 35221 27355 35547
365221,26317 32478 13176 39108 21516 43352 32079 23876 11885 4149 9358 22900 37919 35652
365237,None
365255,18432
365265,30024 47626 325
365289,24852 47569 6867 6340 43464 16939
365321,22470 24852 47616 13517 10036 6187 32989 4210 21463 17949
365371,23909 45588 35378 32448 44799 11679
365380,8174 32740 16349 5876 19084
365421,1408 28985 17600 47626 32739 8736 16142 28199 21953 45013 16254 48335 21137 47209 4793 33754 26790
365450,31717 48679 13176 18883 35321 31553 27845 26209 47626 25890 5212 34358 34969 45007 28204 43789 16797 4605 39275 21903 38739 21616
365502,35887 40120 38928 26914 19691 13042
365518,47626 19660 13198 31555 34969 47766 7559 35652 49683 9366 23801
365545,1633 21137 42342 33572 21903
365676,5082 25472 25133
365787,8571 12341 13176 19660 26348 32455 16797 17122
365812,4942
365817,24852 39877 10446 38560 44142 26209 49491 49683 27090 25185
366031,35221
366045,16953 49235 32478 12341 8048 35561 8571 4639 43352 11365 32303 21288 6369 31759 32403 16797 17122
366086,None
366094,49235 35221 13176 44632 22035
366188,35921 24852 970
366221,24852 21405 42736 45 5959 24964 22935 27104 9515 32486
366332,29529 20114
366460,8590 47931 15159 2015 40310 44799
366469,15869 17631 1327 36431
366475,28745 17794 47626 22825
366483,30340
366519,24852 40723 35045 36011 26209 47209 38988
366529,16965 21463 2361
366554,27845
366587,43739 196
366606,47209 27966 13176 41950 4793
366622,None
366734,16953 40332 37008
366871,36664 24852 17600 27845
366888,41651 25544
366906,9124 18288 18814 45066 11688 36651 32433 32177 1511 34635 21150 10551 43545 21914 26856 3330
366947,37710 21572 16732 10509 6184
366959,23909 30315 22935 21137 38028 15322 43183
366994,49605 47626 35628 40571 31654 16797 49683 27090
367008,48142 5258
367013,10621 16349 21927 21903 14947 47900 22935 47209
367132,24852 47626 45066 17794 47766 26914 31040 4920 44632 24024
367169,49235 24852 15290 47626 4565 45066 10305 44278 26346 12817 41276 4086 27845 16797 31888 31764 49683 33198 26604 42495
367259,13176 47388 17794 18594 34126 36695 5479 22935 47734 8277 8174 38558 1463 47209 42579 30489 35951 15995 15605 24830 44422 5684
367277,41844 43263 35914 12212 42412 49615 45099 6128 46041 24117 13640 39491 16696 45064 4577 42936
367304,None
367321,47209 13176 3765
367451,33252 2535 42425 48099 29453 37232 44632 35221 33509
367456,30135 2589 39275 37067 43122
367470,5876 4591 27104 40198 4920 23645 228 14835 31225 22255 16409 47526 42721 4145 26165 33401 29270 13292 10070 41950 23430 20734 31555 21903 22076 22819 48795
367645,27344 28535 22963 1402 31040 26209 27829 30233 41290 2344 24852 34448 22035 34335 4614 33636 5015 46979 27966 21560 17487 10288 13380 24838 17828 32648 10173 28199 12572
367749,31717 27690 13176 4812 34126 7781 5491 37718 35108 43352 34966 22935 19057 10132 28985 13984 45007 24964 47209 41950 45504 18159 3376 38777
367786,None
367801,27325 23909 13176 35507 42240
367805,24852 23909 21497 3114 43209 28993 28634 3947 30960 48552 32355 23252
367971,32289 34789 28199 46341 23687 18834 21616 19766 45656 23102
368000,4462 39190 7412 16415 23594
368012,19677
368054,37602 38689 25718 18370
368106,45531 13176 10292 7170 6155 10195 47766 31692 18673 1940 10673 9106 15978
368158,24852 8555 40709 20082 16797 25890 13646
368160,21513 13176 37687 47792 40706 42450 4920 43961 32747 33754 7088
368175,24852 24838 17828 47766 45007 32655 581 28985
368369,45603 30776
368438,46650
368538,10117 24852 27179 41131
368655,13083 40706 47766 32782 28204 29675 27845 38028
368784,48679 41665 22825 23554 20693 32981 46667 23734 45303 30442 27104 39928 6873 25659 10106 24852 47626 18370 39877 26369 11777 46979 36135 14462 22935 48385 39108 27966 9047 45066 20084 29270 27156 47209 4799 28358 49235 24363 30391 31927 3376 22950 40604 26497 38739 31444
368890,24852 47626 23579 34969 9351 432
368895,39408 24852 16882 47144 33129 37229 44632
368900,None
368937,49235 42736 38465 24964 46979 21137
369010,34358 27086 30353
369093,5876 42736 40571 44560 4920 23047 35221 47229 8940 12384 22035 32293 45633 12872 5479 23236 5015 26324 37464 7088 45066 31066 38273 48186 16797 29126 21083 4957 47521 10369 47766 33572 28993 36361 43504 22451 26133 46900 14704 40345 30489 43961
369112,42490
369135,24838 5077 11712 35221
369314,24852 27966 47626 1090 43352 45066 23375 16154 37947 17652 49621 41787 26915 38890 27845 16797 47209 25753 26790
369340,11365 35470 17313 4938
369348,24852 40545 24952 40706 13535 16938 8859 33352 21137 47209 49683
369427,16768 37646 21938 27608 40571 13852 33787 21137 30233 36606 26981
369444,27548 21709 17600 39180 47766 15902 28066 5077 16797 47209 38689
369473,8424 36551 24852 33819 1117 6046 8707 41741 48171 4269 43223 38996 22754 23313 31981 14146 44799 28733
369478,4605 40974 15290 5025 43692 11526 20929 23341 44870 23955
369532,47209
369608,27966 39275 35221 47209 6631 5750
369725,31422 35108 31326 7544 7751 2847 34024 42360 30638 9252 47672 21050
369747,23748 41488 4210
369796,47931 39276
369825,40939
369839,29848
369853,31717 10070 18531
369893,23401 24852 45066 5077 14493 32915 38739 44632 35221
369922,11576 5369 27521 6474 36126
370002,24852 12614 35163 18465 10749 33198 8277
370095,28204 29503
370101,16797 24852 35507 43209
370108,8424 27344 24852 4605 1999 23805 35108 9755 21903 5025 9020 19068 46667 28204 8193 46990 33198 7412
370140,33682 13176 14437 28204 16696 34862 33754
370165,39561
370172,16953 46842 43693 25686 12276 10895 27360 36691
370180,None
370217,24852 27554 21872 4942 44008 8087 45066 40706 47766 21903 30135 16616 30639 42508 28058
370316,15700 24852 24489 25362 21903 432 2091 48523 44142 46802 49683 8728
370318,24852 39275 7916 15902 45104 45007 49241 25504 46979 12023 18352 28289
370327,30776 24852 7963 28634 14947 11827 38185
370375,7175 37766 7963 13110 3583 8021 33279
370384,17706
370431,19875 11520 13176 47388
370526,27730 21903 13176 38890
370611,18362 24852 37646 39180 21903 2078
370699,32829 20305 8859
370734,24852 38730 38662 432 4658 38531 29996 28597 44703 17429 25133 44632
370827,196
370828,17795 24852 4451 38400 28990 21903 29487 34126 28204 26497 21137 2295 49683 28985
370849,34678 40709 21849 3696 26348 34702 48015 274 43459
370862,13870 44910
370902,24852 21903 34429
370977,31717 13176 5876 2748 38383 21903 30391 27521 27086 34126 45535 44359 5785 42585 41950 21616
370988,8174 49235 15290 48679 27966 39275 22035 37067 33731 6104 32734 30391 43768 16083 22935 21137 19057 38689
371006,23909 48316 47058 29331 40935 8523 12894 34622 45954 2245 46572 22617 3298 30746 23040 2118 34410 7049 4565 21050
371033,None
371048,24852 44477 43352 9387 46906 34969 5025 28156 1360 3376 44075 1891 32465 8607 10121 5450 30489 42585 20754
371116,13176 7503 43295 8695 39877 17794 24838 21903 30391 16759 14858 7485 38510 5077 28204 10749
371117,24852 27521 26209
371218,12606 11367 30135 47977 48434 12500 45948
371281,31987 15880
371299,33731 47209 33407 8006
371323,47209
371359,24852 16489 40709 16154 34320 14240 28199 42265 9550 31605 34257 19677 49026
371360,None
371509,40199 13176 14715 12732 31759 10602 27845
371524,31766 21137
371664,41373 16900 13909 45007 20955 21019
371674,24964 24852 47626 24489 37042
371861,13560 47766 40878 6361 27845 30489
371973,25824 20583 24852 27966 41844 23233 35108 1695 37455 40427 40706 40709 27086 30233 31720 27845 16797 21137 8518 25753 8277
371988,40910 24852 23405 49141
371997,13176 3738 22963 17948 17807 8518 37687 40709 3957 28465 41842 795 8174 27966 14259 6057 45007 24964 47209 2825 41950 21903 6182 43961
372006,19488 25762 24852 31960 21497 39275 41216 24811 5782 39250 42342 2057 42460 40852 11977 1511 3298 16797 15155
372070,None
372084,None
372116,11422 45575 9339 13176 5876 40001 28670 5194 5450 37859 30011 13166 22035 42637 5785 21137 24834 5212 27966 32864 6348 36332 35461 25852 21777 26315 28199 18444 14133 21303 24799 21616
372120,45687 15424 3862 26497 39276
372192,27966 35951 22474 11974 6341
372200,12341 10326 6184
372226,48335 26165 24024 3634 19821
372306,27985 25554 29373
372427,6846 16234 1940
372438,13176 25705 29603 19820 39877 26209 46906 47209 49683
372441,24852 2962 47141 12916 13199
372459,19660 46626 35163 22963 35951 32981 4145 26165 47253 8021 27104 47209 41192
372463,24857 24852 13176 24838 21903 27086 30450 11777 23734 16589 42445 1463 329 45123
372511,35561 39275 10326 196 21288 21137 12341 9839
372528,1643 10957 8475
372549,39180 27086 44765 16083 33787 33754
372556,47626 40706 47766 21903 9405 8518
372632,24838
372699,24852 20734 31404 49628 23059 22151 11452 49667 44075 42987 15536 3717 9736
372717,17526 33000 21903 24964 32740 22935 46654 30489 8277
372807,30591 8958 13176 23826 40969 43154 6184
372820,24852 18027 40706 47766 21903 45007 44765 16083 21137 1408
372914,10343 47766 18584 33787 40571
372928,24852 23909 29487 40910 42832 46572 44799 42562 33754
373084,39657
373099,13176 40199 46149 19828 196 6184
373105,24852 13176 27959 14852 39877 5782 4472 41771 32303 6184 7781 26209 43631 19057 10070 42240
373167,48483 2137 3249
373188,1335 13176 45007 16589 43122
373326,24852 13176 10753 47766 32655 42719
373337,None
373344,41264 41273 39993 42475 20561 41272 23888 46025 46402 13210 18296 33846 28204 33943 5068 24184 10170 45234
373390,None
373391,8424 44142 14992 42495
373459,8424 21903 25949 48628 30024 38689
373485,13259 43739
373525,13097 7147 25938
373632,11520 24852 18135 43378 45200 16896 38739
373689,24852 35140 14870 30233 18523 2198
373797,16797 32689 43739 39534 21386
373933,21573 21572 47492
373985,8968 47209 10749 22935 33000
374071,48679 19660 5876 13380 27845 30489 9839
374091,8025 9339 33351 39993 352 29594 34070 22206 5097 33614 21115 46630
374095,5708 49628 8490 15131 26620
374102,26384 3765 35108 34 38308 22537 28132
374172,23909 7004 44533 44292 5077 9623
374192,23763 24852 18534 39982 21386
374308,45193 15042 3229 14372 42013 12916
374333,24852 37354 4778 13029 29848 32331 26660 4920
374354,49235 21903 28199 1999
374355,49235
374442,16965 11477 43295 44663
374455,25890 13176 4942 4792 33768
374495,41433
374553,13176
374586,13176 21938 26738 7029 21903 45007 38544 24184 22935 21137 47209 19354
374587,14882 6286 23909
374594,15290 41238 17684 5025 33122 48192 16464 261 5077 22695 41290 24852 18840 39046 22736 5449 37213 24195 10749 8025 43768 34446 20774 14421 12916 144 39581 35042 30135 5105 12657 4428 19076 18599
374602,17530 27966 13176 39275 2421 4952 7808 14766
374776,31663 5322 27966 40299 39275 17130 10180 20082 46107 40486 13679 30428 44245 38656 27360
374777,3020
374812,21573 11759
374872,None
374968,13176 21938 20114 45007 48109 24964 39475 13291 18531 47209 41065 10749
374992,47626
375009,39408 5120 8953 31805 34005
375021,4605 29574 47766 27521 1003 5479 23165 5646 39409 40377 35221
375024,34358 47766 25547 30391 21903 14364
375082,3179 24852 6046 3919
375146,24852
375190,35951
375269,47611 35168 46811 23763 18027 38273 8506 42731 10374
375356,8424 15290 41767 15424 9901 46286 45061 44156 7533 4920 27356 24852 41844 47626 3919 42460 39719 10365 21137 2536 31808 18610 23888 22476 17616 44548 31865 16797 14992 30669 29095 8898 7116 24184 40310 42240
